company,rank,rank_change,revenue,profit,num. of employees,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market Cap
TPG,610,0,4976.4,2180.9,1013,Financials,Fort Worth,TX,no,no,no,yes,,Jon Winkelried,https://www.tpg.com,TPG,9304.9
Insperity,611,0,4973.1,124.1,3600,Business Services,Kingwood,TX,no,yes,no,yes,,Paul J. Sarvadi,https://www.insperity.com,NSP,3849.8
Howmet Aerospace,612,0,4972,258,19900,Aerospace & Defense,Pittsburgh,PA,no,no,no,yes,,John C. Plant,https://www.howmet.com,HWM,15055.4
R.R. Donnelley & Sons,613,0,4963.7,3.7,32000,Media,Chicago,IL,no,no,no,yes,,Thomas J. Quinlan III,https://www.rrd.com,RRD,289.9
Keysight Technologies,614,0,4941,894,14300,Technology,Santa Rosa,CA,no,no,no,yes,,Satish Dhanasekaran,https://www.keysight.com,KEYS,28746.6
Tempur Sealy International,615,0,4930.8,624.5,12000,Household Products,Lexington,KY,no,no,no,yes,,Scott Thompson,https://www.tempursealy.com,TPX,4506
Scotts Miracle-Gro,616,0,4925,512.5,8050,Chemicals,Marysville,OH,no,no,no,yes,,James S. Hagedorn,https://www.scotts.com,SMG,6834.6
Equifax,617,0,4923.9,744.2,12700,Business Services,Atlanta,GA,no,no,no,yes,,Mark W. Begor,https://www.equifax.com,EFX,29141.8
Kelly Services,618,0,4909.7,156.1,7400,Business Services,Troy,MI,no,no,no,yes,,Peter W. Quigley,https://www.kellyservices.com,KELYA,856
NiSource,619,0,4899.6,584.9,7307,Energy,Merrillville,IN,no,no,no,yes,,Lloyd M. Yates,https://www.nisource.com,NI,12891.2
OneMain Holdings,620,0,4895,1314,8800,Financials,Evansville,IN,no,no,no,yes,,Douglas H. Shulman,https://www.omf.com,OMF,6042.8
DoorDash,621,0,4888,-468,8600,Technology,San Francisco,CA,no,yes,no,no,,Tony Xu,https://https://ir.doordash.com,DASH,40830.3
Avient,622,0,4818.8,230.8,8700,Chemicals,Avon Lake,OH,no,no,no,yes,,Robert M. Patterson,https://www.avient.com,AVNT,4388.4
Sanderson Farms,623,0,4799.7,455.1,17662,"Food, Beverages & Tobacco",Laurel,MS,no,no,no,yes,,Joe F. Sanderson Jr.,https://www.sandersonfarms.com,,4185.4
TransDigm Group,624,0,4798,680,13300,Aerospace & Defense,Cleveland,OH,no,no,no,yes,,Kevin M. Stein,https://www.transdigm.com,TDG,36135.8
Stifel Financial,625,0,4783.1,824.9,8600,Financials,St. Louis,MO,no,no,no,yes,,Ronald J. Kruszewski,https://www.stifel.com,SF,7226
JELD-WEN Holding,626,0,4771.7,168.8,24700,Materials,Charlotte,NC,no,no,no,yes,,Kevin C. Lilly,https://www.jeld-wen.com,JELD,1826
Ares Management,627,0,4770.6,408.8,2100,Financials,Los Angeles,CA,no,yes,no,yes,,Michael Arougheti,https://www.aresmgmt.com,ARES,18940
Elanco Animal Health,628,0,4765,-472,9800,Health Care,Greenfield,IN,no,no,no,no,,Jeffrey N. Simmons,https://www.elanco.com,ELAN,12345.4
Prologis,629,0,4759.4,2939.7,2053,Financials,San Francisco,CA,no,yes,no,yes,,Hamid R. Moghadam,https://www.prologis.com,PLD,119524.5
Welltower,630,0,4742.1,336.1,464,Financials,Toledo,OH,no,no,no,yes,,Shankh S. Mitra,https://www.welltower.com,WELL,43001.5
Darling Ingredients,631,0,4741.4,650.9,9900,"Food, Beverages & Tobacco",Irving,TX,no,no,no,yes,,Randall C. Stuewe,https://www.darlingii.com,DAR,12987.4
Juniper Networks,632,0,4735.4,252.7,10191,Technology,Sunnyvale,CA,no,no,no,yes,,Rami Rahim,https://www.juniper.net,JNPR,11986.6
Gartner,633,0,4734,793.6,16600,Technology,Stamford,CT,no,no,no,yes,,Eugene A. Hall,https://www.gartner.com,IT,24477.2
Par Pacific Holdings,634,0,4710.1,-81.3,1336,Energy,Houston,TX,no,no,no,no,,William C. Pate,https://www.parpacific.com,PARR,783.3
Hubbell,635,0,4703.5,399.5,18300,Industrials,Shelton,CT,no,no,no,yes,,Gerben W. Bakker,https://www.hubbell.com,HUBB,9959.6
CME Group,636,0,4689.7,2636.4,3480,Financials,Chicago,IL,no,no,no,yes,,Terrence A. Duffy,https://www.cmegroup.com,CME,85492.3
Nexstar Media Group,637,0,4648.4,834.6,11817,Media,Irving,TX,no,yes,no,yes,,Perry Sook,https://www.nexstar.tv,NXST,6883
Tutor Perini,638,0,4641.8,91.9,7800,Engineering & Construction,Sylmar,CA,no,no,no,yes,,Ronald N. Tutor,https://www.tutorperini.com,TPC,551.8
Antero Resources,639,0,4619.4,-186.9,519,Energy,Denver,CO,no,yes,no,no,,Paul M. Rady,https://www.anteroresources.com,AR,9608
Teledyne Technologies,640,0,4614.3,445.3,14500,Aerospace & Defense,Thousand Oaks,CA,no,no,no,yes,,Robert Mehrabian,https://www.teledyne.com,TDY,22102.9
Snap-on,641,0,4601.7,820.5,12800,Industrials,Kenosha,WI,no,no,no,yes,,Nicholas T. Pinchuk,https://www.snapon.com,SNA,10976.1
Rent-A-Center,642,0,4583.5,134.9,14290,Retailing,Plano,TX,no,no,no,yes,,Mitchell E. Fadel,https://www.rentacenter.com,RCII,1486.9
Covetrus,643,0,4575,-54,4873,Health Care,Portland,ME,no,no,no,no,,Benjamin Wolin,https://https://covetrus.com/,CVET,2319.3
Crestwood Equity Partners,644,0,4569,-78.5,645,Energy,Houston,TX,no,yes,no,no,,Robert G Phillips,https://www.crestwoodlp.com,CEQP,2931.5
Louisiana-Pacific,645,0,4553,1377,4800,Materials,Nashville,TN,no,no,no,yes,,W. Bradley Southern,https://www.lpcorp.com,LPX,4071
Urban Outfitters,646,0,4548.8,310.6,16330,Retailing,Philadelphia,PA,no,yes,no,yes,,Richard A. Hayne,https://www.urbn.com,URBN,2421.4
Penn Mutual Life Insurance,647,0,4545.6,522.9,3194,Financials,Horsham,PA,no,no,no,yes,,David M. O&#039;Malley,https://www.pennmutual.com,,
Amerco,648,0,4542,610.9,22052,Transportation,Reno,NV,no,no,no,yes,,Edward J. Shoen,https://www.amerco.com,UHAL,11704.7
TriNet Group,649,0,4540,338,2800,Business Services,Dublin,CA,no,no,no,yes,,Burton M. Goldfield,https://www.trinet.com,TNET,6482.5
Sentry Insurance Group,650,0,4526.2,739.9,4064,Financials,Stevens Point,WI,no,no,no,yes,,Peter G. McPartland,https://www.sentry.com,,
Illumina,651,0,4526,762,10775,Technology,San Diego,CA,no,no,no,yes,,Francis A. deSouza,https://www.illumina.com,ILMN,54855.8
Iron Mountain,652,0,4491.5,450.2,25000,Business Services,Boston,MA,no,no,no,yes,,William L. Meaney,https://www.ironmountain.com,IRM,16059.5
LCI Industries,653,0,4472.7,287.7,13900,Motor Vehicles & Parts,Elkhart,IN,no,no,no,yes,,Jason D. Lippert,https://www.lci1.com,LCII,2624.5
Marvell Technology,654,0,4462.4,-421,6712,Technology,Wilmington,DE,no,no,no,no,,Matthew J. Murphy,https://www.marvell.com,MRVL,60795.7
PennyMac Financial Services,655,0,4450.2,1003.5,7208,Financials,Westlake Village,CA,no,no,no,yes,,David Spector,https://ir.pennymacfinancial.com,PFSI,2368
Digital Realty Trust,656,0,4427.9,1709.3,3030,Financials,Austin,TX,no,no,no,yes,,A. William Stein,https://www.digitalrealty.com,DLR,40337.7
TreeHouse Foods,657,0,4405.5,-12.5,10000,"Food, Beverages & Tobacco",Oak Brook,IL,no,no,no,no,,Steven T. Oakland,https://www.treehousefoods.com,THS,1800
Ralph Lauren,658,0,4400.8,-121.1,16200,Apparel,New York,NY,no,no,no,no,,Patrice Louvet,https://www.ralphlauren.com,RL,8073.2
Mattress Firm Group,659,0,4392.9,-165.1,8900,Retailing,Houston,TX,no,no,no,no,,John W. Eck,https://www.mattressfirm.com,,
American National Group,660,0,4391.8,699.3,4545,Financials,Galveston,TX,no,no,no,yes,,James E. Pozzi,https://www.americannational.com,,5084.1
Autodesk,661,0,4386.4,497,12600,Technology,San Rafael,CA,no,no,no,yes,,Andrew Anagnost,https://www.autodesk.com,ADSK,46580
Domino's Pizza,662,0,4357.4,510.5,10450,"Hotels, Restaurants & Leisure",Ann Arbor,MI,no,no,no,yes,,Russell J. Weiner,https://www.dominos.com,DPZ,14665.9
ASGN,663,0,4333.8,409.9,3900,Business Services,Glen Allen,VA,no,no,no,yes,,Theodore S. Hanson,https://www.asgn.com,ASGN,6022.2
Flowers Foods,664,0,4330.8,206.2,8900,"Food, Beverages & Tobacco",Thomasville,GA,no,no,no,yes,,A. Ryals McMullian,https://www.flowersfoods.com,FLO,5438.6
BlueLinx Holdings,665,0,4277.2,296.1,2045,Wholesalers,Marietta,GA,no,no,no,yes,,Dwight A.K. Gibson,https://www.bluelinxco.com,BXC,699.5
Palo Alto Networks,666,0,4256.1,-498.9,10473,Technology,Santa Clara,CA,no,no,no,no,,Nikesh Arora,https://www.paloaltonetworks.com,PANW,61307.5
Maximus,667,0,4254.5,291.2,35800,Technology,Reston,VA,no,no,no,yes,,Bruce L. Caswell,https://www.maximus.com,MMS,4641.1
Dentsply Sirona,668,0,4251,421,15000,Health Care,Charlotte,NC,no,no,no,yes,,Simon D. Campion,https://www.dentsplysirona.com,XRAY,10708
Hub Group,669,0,4232.4,171.5,4700,Transportation,Oak Brook,IL,no,no,no,yes,,David P. Yeager,https://www.hubgroup.com,HUBG,2678.5
Bread Financial Holdings,670,0,4230,801,6000,Business Services,Columbus,OH,no,no,no,yes,,Ralph J. Andretta,https://www.breadfinancial.com,BFH,2804.6
Voya Financial,670,0,4230,2126,5970,Financials,New York,NY,no,no,no,yes,,Rodney O. Martin Jr.,https://www.voya.com,VOYA,7042.2
Weis Markets,672,0,4224.4,108.8,24000,Food & Drug Stores,Sunbury,PA,no,no,no,yes,,Jonathan H. Weis,https://www.weismarkets.com,WMK,1921.1
Century Communities,673,0,4216.3,498.5,1600,Engineering & Construction,Greenwood Village,CO,no,yes,no,yes,,Dale Francescon/Robert Francescon,https://www.centurycommunities.com,CCS,1388
Synopsys,674,0,4204.2,757.5,16361,Technology,Mountain View,CA,no,yes,no,yes,,Aart J. de Geus,https://www.synopsys.com,SNPS,51023.2
Brink's,675,0,4200.2,105.2,73350,Business Services,Richmond,VA,no,no,no,yes,,Mark Eubanks,https://www.brinks.com,BCO,3234.4
Lennox International,676,0,4194.1,464,11000,Industrials,Richardson,TX,no,no,no,yes,,Alok Maskara,https://www.lennoxinternational.com,LII,9447.2
Service Corp. International,677,0,4143.1,802.9,20840,Business Services,Houston,TX,no,no,no,yes,,Thomas L. Ryan,https://www.sci-corp.com,SCI,10581.3
Conduent,678,0,4140,-28,60000,Business Services,Florham Park,NJ,no,no,no,no,,Clifford A. Skelton,https://www.conduent.com,CNDT,1111.6
Timken,679,0,4132.9,369.1,18029,Industrials,North Canton,OH,no,no,no,yes,,Richard G. Kyle,https://www.timken.com,TKR,4539.6
Domtar,680,0,4132,-27,6100,Materials,Fort Mill,SC,no,no,no,no,,John D. Williams,https://www.domtar.com,,1856.2
Bloomin' Brands,681,0,4122.4,215.6,82000,"Hotels, Restaurants & Leisure",Tampa,FL,no,no,no,yes,,David J. Deno,https://www.bloominbrands.com,BLMN,1966.6
CNO Financial Group,682,0,4122.2,441,3350,Financials,Carmel,IN,no,no,no,yes,,Gary C. Bhojwani,https://www.cnoinc.com,CNO,2945.7
Snap,683,0,4117,-488,5661,Technology,Santa Monica,CA,no,yes,no,no,,Evan Spiegel,https://www.snap.com,SNAP,58458.4
Zoom Video Communications,684,0,4099.9,1375.6,6787,Technology,San Jose,CA,no,yes,no,yes,,Eric Yuan,https://www.zoom.us,ZM,22826
Patrick Industries,685,0,4078.1,224.9,11000,Materials,Elkhart,IN,no,no,no,yes,,Andy L. Nemeth,https://www.patrickind.com,PATK,1408.2
Paychex,686,0,4056.8,1097.5,15000,Business Services,Rochester,NY,no,no,no,yes,,John B. Gibson,https://www.paychex.com,PAYX,49268
Atlas Air Worldwide Holdings,687,0,4030.8,493.3,4056,Transportation,Purchase,NY,no,no,no,yes,,John W. Dietrich,https://www.atlasairworldwide.com,AAWW,2523.4
Bright Health Group,688,0,4029.4,-1184.9,3203,Health Care,Minneapolis,MN,no,no,no,no,,G. Mike Mikan,https://www.brighthealthcare.com,BHG,1213.5
Peloton Interactive,689,0,4021.8,-189,8662,"Hotels, Restaurants & Leisure",New York,NY,no,no,no,no,,Barry McCarthy,https://www.onepeloton.com,PTON,8760.9
Country Financial,690,0,4016.2,419.2,3149,Financials,Bloomington,IL,no,no,no,yes,,Jim Jacobs,https://www.countryfinancial.com,,
Qorvo,691,0,4015.3,733.6,8750,Technology,Greensboro,NC,no,no,no,yes,,Robert A. Bruggeworth,https://www.qorvo.com,QRVO,13456.4
Catalent,692,0,3998,585,17300,Health Care,Somerset,NJ,no,no,no,yes,,Alessandro Maselli,https://www.catalent.com,CTLT,13377
Mercury General,693,0,3993.4,247.9,4300,Financials,Los Angeles,CA,no,no,no,yes,,Gabriel Tirador,https://www.mercuryinsurance.com,MCY,3045.4
AMN Healthcare Services,694,0,3984.2,327.4,3800,Health Care,Dallas,TX,no,no,yes,yes,,Susan Salka,https://www.amnhealthcare.com,AMN,4867
Tri Pointe Homes,695,0,3982.2,469.3,1390,Engineering & Construction,Incline Village,NV,no,no,no,yes,,Douglas F. Bauer,https://www.tripointehomes.com,TPH,2160.1
ArcBest,696,0,3980.1,213.5,14000,Transportation,Fort Smith,AR,no,no,yes,yes,,Judy R. McReynolds,https://www.arcb.com,ARCB,1979.7
Toro,697,0,3959.6,409.9,10982,Industrials,Bloomington,MN,no,no,no,yes,,Richard M. Olson,https://www.thetorocompany.com,TTC,8936.9
Spirit AeroSystems Holdings,698,0,3953,-540.8,16100,Aerospace & Defense,Wichita,KS,no,no,no,no,,Thomas C. Gentile III,https://www.spiritaero.com,SPR,5130.6
Align Technology,699,0,3952.6,772,22540,Health Care,Tempe,AZ,no,no,no,yes,,Joseph M. Hogan,https://www.aligntech.com,ALGN,34354.8
loanDepot,700,0,3943.2,113.5,11307,Financials,Foothill Ranch,CA,no,no,no,yes,,Frank Martell,https://www.loandepot.com,LDI,1290.3
APi Group,701,0,3940,47,13300,Engineering & Construction,New Brighton,MN,no,no,no,yes,,Russell A. Becker,https://www.apigroupcorp.com,APG,4891.1
American Water Works,702,0,3930,1263,6400,Energy,Camden,NJ,no,no,yes,yes,,M. Susan Hardwick,https://www.amwater.com,AWK,30085.5
Matson,703,0,3925.3,927.4,4259,Transportation,Honolulu,HI,no,no,no,yes,,Matthew J. Cox,https://www.matson.com,MATX,2740
Diebold Nixdorf,704,0,3905.2,-78.8,22000,Technology,Hudson,OH,no,no,no,no,,Octavio Marquez,https://www.dieboldnixdorf.com,DBD,531.2
Marriott Vacations Worldwide,705,0,3890,49,20300,"Hotels, Restaurants & Leisure",Orlando,FL,no,no,no,yes,,Stephen P. Weisz,https://www.marriottvacationsworldwide.com,VAC,6620
Terex,706,0,3886.8,220.9,8600,Industrials,Norwalk,CT,no,no,no,yes,,John L. Garrison Jr.,https://www.terex.com,TEX,2485.5
Sally Beauty Holdings,707,0,3875,239.9,29000,Retailing,Denton,TX,no,no,yes,yes,,Denise A. Paulonis,https://www.sallybeautyholdings.com,SBH,1720.5
Enovis,708,0,3854.3,71.7,16200,Industrials,Wilmington,DE,no,no,no,yes,,Matthew L. Trerotola,https://www.enovis.com,ENOV,6419.3
IAC,709,0,3845.1,597.5,13200,Technology,New York,NY,no,no,no,yes,,Joseph M. Levin,https://www.iac.com,IAC,9001.4
Meritor,710,0,3833,199,9600,Motor Vehicles & Parts,Troy,MI,no,no,no,yes,,Chris Villavarayan,https://www.meritor.com,,2519.4
Ventas,711,0,3828,49,434,Financials,Chicago,IL,no,no,yes,yes,,Debra A. Cafaro,https://www.ventasreit.com,VTR,24676.2
GoDaddy,712,0,3815.7,242.3,6611,Technology,Tempe,AZ,no,no,no,yes,,Aman Bhutani,https://www.godaddy.com,GDDY,14018.7
Regal Rexnord,713,0,3810.3,209.9,30000,Industrials,Beloit,WI,no,no,no,yes,,Louis V. Pinkham,https://www.regalrexnord.com,RRX,10002.1
Puget Energy,714,0,3805.7,260.8,3185,Energy,Bellevue,WA,no,no,yes,yes,,Mary E. Kipp,https://www.pugetenergy.com,,
Clean Harbors,715,0,3805.6,203.2,18300,Business Services,Norwell,MA,no,yes,no,yes,,Alan S. McKim,https://www.cleanharbors.com,CLH,6073.8
Pinnacle West Capital,716,0,3803.8,618.7,5872,Energy,Phoenix,AZ,no,no,no,yes,,Jeffrey B Guldner,https://www.pinnaclewest.com,PNW,8820
eXp World Holdings,717,0,3771.2,81.2,1669,Financials,Bellingham,WA,no,yes,no,yes,,Glenn Sanford,https://www.expworldholdings.com,EXPI,3149.3
Mueller Industries,718,0,3769.3,468.5,5337,Industrials,Collierville,TN,no,no,no,yes,,Gregory L. Christopher,https://www.muellerindustries.com,MLI,3100.4
Wynn Resorts,719,0,3763.7,-755.8,26950,"Hotels, Restaurants & Leisure",Las Vegas,NV,no,no,no,no,,Craig S. Billings,https://www.wynnresorts.com,WYNN,9243.3
RH,720,0,3758.8,688.5,6100,Retailing,Corte Madera,CA,no,no,no,yes,,Gary G. Friedman,https://www.rh.com,RH,7079
EPAM Systems,721,0,3758.1,481.7,58824,Technology,Newtown,PA,no,yes,no,yes,,Arkadiy Dobkin,https://www.epam.com,EPAM,16870.7
M/I Homes,722,0,3745.9,396.9,1657,Engineering & Construction,Columbus,OH,no,no,no,yes,,Robert H. Schottenstein,https://www.mihomes.com,MHO,1262.2
Generac Holdings,723,0,3737.2,550.5,9248,Industrials,Waukesha,WI,no,no,no,yes,,Aaron Jagdfeld,https://www.generac.com,GNRC,9189
Mettler-Toledo International,724,0,3717.9,769,16700,Technology,Columbus,OH,no,no,no,yes,,Patrick Kaltenbach,https://www.mt.com,MTD,31220.3
Abercrombie & Fitch,725,0,3712.8,263,19250,Retailing,New Albany,OH,no,no,yes,yes,,Fran Horowitz,https://www.abercrombie.com,ANF,1619.5
Teradyne,726,0,3702.9,1014.6,5900,Technology,North Reading,MA,no,no,no,yes,,Mark Jagiela,https://www.teradyne.com,TER,11211
American Equity Investment Life Holding,727,0,3689.5,474,850,Financials,West Des Moines,IA,no,no,no,yes,,Anant Bhalla,https://www.american-equity.com,AEL,3869.2
Southwest Gas Holdings,728,0,3680.5,200.8,12720,Energy,Las Vegas,NV,no,no,yes,yes,,Karen S. Haller,https://www.swgasholdings.com,SWX,5233.6
Pitney Bowes,729,0,3673.6,-1.4,11500,Technology,Stamford,CT,no,no,no,no,,Marc B. Lautenbach,https://www.pitneybowes.com,PBI,900.1
Lamb Weston Holdings,730,0,3670.9,317.8,7800,"Food, Beverages & Tobacco",Eagle,ID,no,no,no,yes,,Thomas P. Werner,https://www.lambweston.com,LW,8699.1
Alliant Energy,731,0,3669,659,3313,Energy,Madison,WI,no,no,no,yes,,John O. Larsen,https://www.alliantenergy.com,LNT,15670.6
Resolute Forest Products,732,0,3664,307,6900,Materials,Calhoun,TN,no,no,no,yes,,Remi G. Lalonde,https://www.resolutefp.com,RFP,991.7
Parsons,733,0,3660.8,64.1,15500,Aerospace & Defense,Centreville,VA,no,no,yes,yes,,Carey A. Smith,https://www.parsons.com,PSN,4012
Trimble,734,0,3659.1,492.7,11931,Technology,Sunnyvale,CA,no,no,no,yes,,Robert G. Painter,https://www.trimble.com,TRMB,18122.7
OGE Energy,735,0,3653.7,737.3,2185,Energy,Oklahoma City,OK,no,no,no,yes,,Sean Trauschke,https://www.ogeenergy.com,OGE,8164.2
Garrett Motion,736,0,3633,,7600,Motor Vehicles & Parts,Plymouth,MI,no,no,no,no,,Olivier Rabiller,https://www.garrettmotion.com,GTX,463.9
Winnebago Industries,737,0,3629.8,281.9,6532,Motor Vehicles & Parts,Eden Prairie,MN,no,no,no,yes,,Michael Happe,https://www.winnebagoind.com,WGO,1826
Ciena,738,0,3620.7,500.2,7205,Technology,Hanover,MD,no,no,no,yes,,Gary B. Smith,https://www.ciena.com,CIEN,9223.4
PriceSmart,739,0,3619.9,98,10400,Retailing,San Diego,CA,no,no,yes,yes,,Sherry S. Bahrambeygui,https://www.pricesmart.com,PSMT,2434.1
Advantage Solutions,740,0,3602.3,54.5,45000,Business Services,Irvine,CA,no,no,yes,yes,,Jill Griffin,https://www.advantagesolutions.net,ADV,2029.6
H&R Block,741,0,3588.6,683.9,38000,Financials,Kansas City,MO,no,no,no,yes,,Jeffrey J. Jones II,https://www.hrblock.com,HRB,4284.6
iHeartMedia,742,0,3558.3,-159.2,9990,Media,San Antonio,TX,no,no,no,no,,Robert W. Pittman,https://www.iheartmedia.com,IHRT,2728.1
Super Micro Computer,743,0,3557.4,111.9,4155,Technology,San Jose,CA,no,yes,no,yes,,Charles Liang,https://www.supermicro.com,SMCI,1963
Flowserve,744,0,3541.1,125.9,16000,Industrials,Irving,TX,no,no,no,yes,,R. Scott Rowe,https://www.flowserve.com,FLS,4681.4
Charles River Laboratories International,745,0,3540.2,391,19300,Health Care,Wilmington,MA,no,no,no,yes,,James C. Foster,https://www.criver.com,CRL,14425.4
A.O. Smith,746,0,3538.9,487.1,13700,Industrials,Milwaukee,WI,no,no,no,yes,,Kevin J. Wheeler,https://www.aosmith.com,AOS,10032.2
Rithm Capital,747,0,3533.1,772.2,12296,Financials,New York,NY,no,no,no,yes,,Michael Nierenberg,https://www.rithmcap.com,RITM,5125
Medical Mutual of Ohio,748,0,3514.8,78.3,2834,Financials,Cleveland,OH,no,no,no,yes,,Steven C. Glass,https://www.medmutual.com,,
Granite Construction,749,0,3501.9,10.1,2600,Engineering & Construction,Watsonville,CA,no,no,no,yes,,Kyle T. Larkin,https://www.graniteconstruction.com,GVA,1504.7
Valmont Industries,750,0,3501.6,195.6,11041,Materials,Omaha,NE,no,no,no,yes,,Stephen G. Kaniewski,https://www.valmont.com,VMI,5083.4
Sprague Resources,751,0,3498.2,-68.9,757,Energy,Portsmouth,NH,no,no,no,no,,David C. Glendon,https://www.spragueenergy.com,SRLP,433.7
Primoris Services,752,0,3497.6,115.6,10810,Engineering & Construction,Dallas,TX,no,no,no,yes,,Thomas E. McCormick,https://www.primoriscorp.com,PRIM,1269.8
Cboe Global Markets,753,0,3494.8,529,1196,Financials,Chicago,IL,no,no,no,yes,,Edward T. Tilly,https://www.cboe.com,CBOE,12148.2
Carter's,754,0,3486.4,339.7,15900,Apparel,Atlanta,GA,no,no,no,yes,,Michael D. Casey,https://www.carters.com,CRI,3763.4
TopBuild,755,0,3486.2,324,13006,Engineering & Construction,Daytona Beach,FL,no,no,no,yes,,Robert M. Buck,https://www.topbuild.com,BLD,5987.1
SiteOne Landscape Supply,756,0,3475.7,238.4,5475,Wholesalers,Roswell,GA,no,no,no,yes,,Doug Black,https://www.siteone.com,SITE,7255.5
Texas Roadhouse,757,0,3463.9,245.3,73300,"Hotels, Restaurants & Leisure",Louisville,KY,no,no,no,yes,,Gerald L. Morgan,https://www.texasroadhouse.com,TXRH,5787.8
Akamai Technologies,758,0,3461.2,651.6,8700,Technology,Cambridge,MA,no,yes,no,yes,,F. Thomson Leighton,https://www.akamai.com,AKAM,19210
Brown-Forman,759,0,3461,903,4700,"Food, Beverages & Tobacco",Louisville,KY,no,no,no,yes,,Lawson E. Whiting,https://www.brown-forman.com,BFB,31376.6
Acuity Brands,759,0,3461,306.3,13000,Industrials,Atlanta,GA,no,no,no,yes,,Neil M. Ashe,https://www.acuitybrands.com,AYI,6628.9
Navient,761,0,3454,717,5263,Financials,Wilmington,DE,no,no,no,yes,,John F. Remondi,https://www.navient.com,NAVI,2592.3
Coterra Energy,762,0,3449,1158,936,Energy,Houston,TX,no,no,no,yes,,Thomas E. Jorden,https://www.coterra.com,CTRA,21872.1
Option Care Health,763,0,3438.6,139.9,6334,Health Care,Bannockburn,IL,no,no,no,yes,,John C. Rademacher,https://www.optioncarehealth.com,OPCH,5139
Floor & Decor Holdings,764,0,3433.5,283.2,9276,Retailing,Atlanta,GA,no,no,no,yes,,Thomas Taylor,https://www.flooranddecor.com,FND,7490
Public Storage,765,0,3415.8,1953.3,5800,Financials,Glendale,CA,no,no,no,yes,,Joseph D. Russell Jr.,https://www.publicstorage.com,PSA,68438.2
Cabot,766,0,3409,250,4500,Chemicals,Boston,MA,no,no,no,yes,,Sean D. Keohane,https://www.cabotcorp.com,CBT,3871.1
Crane Holdings,767,0,3408,435.4,11000,Industrials,Stamford,CT,no,no,no,yes,,Max H. Mitchell,https://www.craneco.com,CR,6158.9
Atmos Energy,768,0,3407.5,665.6,4684,Energy,Dallas,TX,no,no,no,yes,,John K. Akers,https://www.atmosenergy.com,ATO,16182.8
Selective Insurance Group,769,0,3379.2,403.8,2440,Financials,Branchville,NJ,no,no,no,yes,,John J. Marchioni,https://www.selective.com,SIGI,5391.5
Take-Two Interactive Software,770,0,3372.8,588.9,6495,Media,New York,NY,no,no,no,yes,,Strauss H. Zelnick,https://www.take2games.com,TTWO,17744.1
Boyd Gaming,771,0,3369.8,463.8,15114,"Hotels, Restaurants & Leisure",Las Vegas,NV,no,no,no,yes,,Keith E. Smith,https://www.boydgaming.com,BYD,7234
Plexus,772,0,3368.9,138.9,19200,Technology,Neenah,WI,no,no,no,yes,,Todd P. Kelsey,https://www.plexus.com,PLXS,2298.6
ScanSource,773,0,3364.2,10.8,2200,Wholesalers,Greenville,SC,no,yes,no,yes,,Michael L. Baur,https://www.scansource.com,SCSC,890.8
Franchise Group,774,0,3362.7,363.8,11895,Retailing,Delaware,OH,no,no,no,yes,,Brian R. Kahn,https://www.franchisegrp.com,FRG,1669.6
NLV Financial,775,0,3350.8,392.1,1157,Financials,Montpelier,VT,no,no,no,yes,,Mehran Assadi,https://www.nationallife.com,,
CrossAmerica Partners,776,0,3350.5,21.7,2218,Energy,Allentown,PA,no,no,no,yes,,Charles M. Nifong Jr.,https://www.crossamericapartners.com,CAPL,826.5
Mr. Cooper Group,777,0,3344,1454,8200,Financials,Coppell,TX,no,no,no,yes,,Jay Bray,https://www.mrcoopergroup.com,COOP,3369.4
Fortinet,778,0,3342.2,606.8,10195,Technology,Sunnyvale,CA,no,yes,no,yes,,Ken Xie,https://www.fortinet.com,FTNT,39789
Brinker International,779,0,3337.8,131.6,59491,"Hotels, Restaurants & Leisure",Dallas,TX,no,no,no,yes,,Kevin Hochman,https://www.brinker.com,EAT,1701.9
Albemarle,780,0,3328,123.7,6000,Chemicals,Charlotte,NC,no,no,no,yes,,J. Kent Masters,https://www.albemarle.com,ALB,25899.4
Peabody Energy,781,0,3318.3,360.1,4900,Energy,St. Louis,MO,no,no,no,yes,,James C. Grech,https://www.peabodyenergy.com,BTU,3391.5
Light & Wonder,782,0,3310,371,5600,"Hotels, Restaurants & Leisure",Las Vegas,NV,no,no,no,yes,,Matt Wilson,https://www.lnw.com,LNW,5679.7
Evercore,783,0,3307.1,740.1,1940,Financials,New York,NY,no,no,no,yes,,John S. Weinberg,https://www.evercore.com,EVR,4275.1
Stewart Information Services,784,0,3305.8,323.2,7300,Financials,Houston,TX,no,no,no,yes,,Frederick Eppinger,https://www.stewart.com,STC,1181
Central Garden & Pet,785,0,3303.7,151.7,6750,Household Products,Walnut Creek,CA,no,no,no,yes,,Timothy P. Cofer,https://www.central.com,CENT,2286.5
GMS,786,0,3298.8,105.6,5843,Wholesalers,Tucker,GA,no,no,no,yes,,John C. Turner Jr.,https://www.gms.com,GMS,2142.1
H.B. Fuller,787,0,3278,161.4,6500,Chemicals,St. Paul,MN,no,no,no,yes,,James J. Owens,https://www.hbfuller.com,FUL,3505.2
Middleby,788,0,3250.8,488.5,10624,Industrials,Elgin,IL,no,no,no,yes,,Timothy J. FitzGerald,https://www.middleby.com,MIDD,8961.1
